ID,Gender,Age,Customer Type,Type of Travel,Class,Flight Distance,Departure Delay,Arrival Delay,Departure and Arrival Time Convenience,Ease of Online Booking,Check-in Service,Online Boarding,Gate Location,On-board Service,Seat Comfort,Leg Room Service,Cleanliness,Food and Drink,In-flight Service,In-flight Wifi Service,In-flight Entertainment,Baggage Handling,Satisfaction,Predicted_Satisfaction,Satisfaction_Probability%,Customer_Segment
155,Female,17,First-time,Business,Business,227,0,11.0,3,4,4,4,3,1,5,2,5,5,4,4,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,28.3,Dissatisfied(at risk)
156,Female,49,First-time,Business,Business,227,4,9.0,2,2,2,2,3,1,5,5,3,3,3,2,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,1.6,Dissatisfied(at risk)
157,Male,60,Returning,Business,Business,3415,0,0.0,3,3,3,3,3,1,4,2,1,1,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
158,Male,22,First-time,Business,Economy,2$27,0,0.0,4,1,3,1,3,3,2,2,2,2,4,1,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
159,Female,46,Returning,Business,Business,227,0,0.0,4,4,4,3,4,5,5,5,1,5,5,4,5,5,Satisfied,Satisfied,99.77,Highly Satisfied
160,Female,42,Returning,Personal,Economy,227,55,59.0,4,2,5,4,2,4,5,2,4,4,4,2,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
161,Male,20,Returning,Personal,Economy,227,49,63.0,5,2,4,2,5,3,5,2,5,5,4,2,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
162,Male,14,Returning,Personal,Economy,227,0,0.0,5,0,3,0,1,1,5,2,5,5,4,3,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
163,Female,64,Returning,Personal,Economy,227,6,0.0,4,2,3,5,3,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
164,Male,12,Returning,Personal,Economy,227,134,133.0,4,4,4,4,1,5,4,4,4,4,5,4,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,6.69,Dissatisfied(at risk)
165,Male,29,Returning,Personal,Economy,227,52,56.0,5,0,3,0,3,4,2,5,2,2,5,2,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
166,Female,44,Returning,Personal,Economy,227,31,25.0,3,0,3,4,1,4,2,0,3,2,4,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
167,Female,66,Returning,Personal,Economy,227,0,0.0,5,0,3,5,3,5,5,0,4,5,5,3,5,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
168,Male,37,Returning,Personal,Economy,227,36,43.0,5,3,3,3,4,3,4,2,4,4,5,3,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
169,Male,35,Returning,Personal,Economy,227,0,10.0,3,2,3,2,3,4,4,4,4,4,3,2,4,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
170,Female,36,Returning,Personal,Economy,227,0,0.0,5,3,3,3,2,4,2,4,2,2,5,3,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
171,Female,49,Returning,Business,Business,1798,15,12.0,4,4,3,4,4,5,5,5,3,5,5,4,5,5,Satisfied,Satisfied,99.86,Highly Satisfied
172,Male,37,Returning,Business,Business,227,0,0.0,3,3,5,5,3,5,5,4,4,5,5,3,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
173,Female,57,Returning,Business,Business,227,10,10.0,1,1,4,5,1,5,4,5,4,2,5,1,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
174,Female,39,Returning,Business,Business,3822,6,9.0,4,3,4,3,4,3,4,3,2,1,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.3,Dissatisfied(at risk)
175,Male,36,First-time,Business,Business,227,0,0.0,2,2,5,2,3,3,5,4,5,5,4,2,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.81,Dissatisfied(at risk)
176,Female,56,Returning,Personal,Economy Plus,227,0,17.0,3,2,1,3,1,4,5,2,4,4,4,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
177,Female,10,Returning,Personal,Economy Plus,227,39,56.0,4,1,3,1,2,4,1,4,1,1,5,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
178,Male,28,Returning,Personal,Economy Plus,227,0,0.0,1,2,3,2,4,3,4,3,4,4,4,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
179,Female,36,Returning,Business,Business,213,0,0.0,4,0,5,4,3,1,4,1,5,3,1,0,1,1,Satisfied,Satisfied,100.0,Highly Satisfied
180,Male,56,Returning,Business,Business,2975,0,13.0,5,0,3,5,2,5,5,5,5,5,5,0,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
181,Female,56,Returning,Business,Business,213,0,0.0,4,4,3,5,4,5,4,5,3,3,5,4,5,5,Satisfied,Satisfied,99.92,Highly Satisfied
182,Male,44,Returning,Business,Business,2569,0,0.0,4,4,3,4,4,4,4,4,3,2,4,4,4,5,Satisfied,Satisfied,99.3,Highly Satisfied
183,Male,26,First-time,Business,Business,213,0,0.0,0,3,4,3,3,5,2,5,2,2,5,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.25,Dissatisfied(at risk)
184,Male,44,Returning,Business,Business,2497,0,0.0,4,0,3,5,2,1,4,1,5,4,1,0,1,1,Satisfied,Satisfied,100.0,Highly Satisfied
185,Male,49,Returning,Business,Business,213,19,29.0,1,1,1,3,1,3,3,2,1,4,3,2,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.28,Dissatisfied(at risk)
186,Male,42,Returning,Business,Business,3880,0,0.0,1,1,3,4,1,3,4,4,3,3,3,1,3,5,Satisfied,Satisfied,99.99,Highly Satisfied
187,Male,36,First-time,Business,Business,213,0,0.0,3,3,5,3,3,3,5,2,5,5,4,3,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.85,Dissatisfied(at risk)
188,Male,20,First-time,Business,Business,213,0,0.0,2,4,5,4,1,4,5,4,5,5,5,4,5,5,Satisfied,Satisfied,98.83,Highly Satisfied
189,Female,42,Returning,Business,Business,2888,0,0.0,0,0,5,4,2,3,5,3,4,5,3,0,3,3,Satisfied,Satisfied,100.0,Highly Satisfied
190,Male,44,Returning,Business,Business,290,0,0.0,2,2,4,4,2,5,4,5,3,4,5,2,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
191,Male,35,First-time,Business,Business,213,41,29.0,2,2,4,2,4,4,2,4,2,2,4,2,2,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
192,Male,52,Returning,Business,Business,2129,95,85.0,2,3,2,4,2,2,4,2,3,5,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,9.91,Dissatisfied(at risk)
193,Female,50,Returning,Business,Business,213,0,0.0,1,1,4,4,1,5,4,5,3,5,5,1,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
194,Female,46,Returning,Business,Business,3556,128,117.0,2,2,3,4,2,5,4,5,3,3,5,2,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
195,Male,36,Returning,Business,Business,3098,0,0.0,4,0,5,4,1,2,5,2,4,5,2,0,2,2,Satisfied,Satisfied,100.0,Highly Satisfied
196,Male,23,First-time,Business,Economy,213,21,31.0,5,5,3,5,4,3,1,5,1,1,4,5,1,4,Satisfied,Satisfied,99.92,Highly Satisfied
197,Male,56,Returning,Business,Business,2136,0,0.0,2,4,5,4,4,5,5,5,3,5,5,4,5,5,Satisfied,Satisfied,99.97,Highly Satisfied
198,Male,57,First-time,Business,Business,213,0,0.0,4,4,4,4,5,5,3,3,3,3,5,4,3,4,Satisfied,Satisfied,58.74,Neutral
199,Female,60,Returning,Business,Business,3756,36,24.0,4,4,5,4,4,4,5,4,5,2,4,4,4,4,Satisfied,Satisfied,99.96,Highly Satisfied
200,Female,43,Returning,Business,Business,3175,54,55.0,3,3,3,3,3,1,4,1,1,5,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
201,Female,43,Returning,Business,Business,213,65,85.0,5,5,2,4,5,2,3,2,3,5,2,1,2,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
202,Male,38,First-time,Business,Business,213,17,4.0,3,3,4,3,3,5,5,4,5,5,4,3,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,7.91,Dissatisfied(at risk)
203,Female,27,First-time,Business,Business,290,0,0.0,3,3,4,3,4,4,5,5,5,5,4,3,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.15,Dissatisfied(at risk)
204,Female,71,Returning,Business,Business,2376,9,8.0,3,3,1,3,3,4,3,4,1,2,4,2,4,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.42,Dissatisfied(at risk)
205,Male,59,Returning,Business,Business,1828,21,19.0,5,5,3,3,5,4,3,3,2,5,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.49,Dissatisfied(at risk)
206,Male,53,Returning,Business,Business,3728,0,0.0,4,4,2,4,4,3,3,3,1,4,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.68,Dissatisfied(at risk)
207,Female,40,Returning,Business,Business,213,0,0.0,5,0,3,4,5,4,5,1,3,5,4,0,4,1,Satisfied,Satisfied,99.95,Highly Satisfied
208,Female,49,First-time,Business,Business,213,20,21.0,2,2,3,2,4,4,5,4,5,5,4,2,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,2.99,Dissatisfied(at risk)
209,Female,69,Returning,Business,Business,290,0,0.0,2,3,5,4,2,4,2,4,5,1,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
210,Female,27,First-time,Business,Economy,213,6,4.0,2,4,4,4,1,2,2,1,2,2,1,4,2,1,Neutral or Dissatisfied,Neutral or Dissatisfied,15.43,Dissatisfied(at risk)
211,Male,22,First-time,Business,Economy,213,1,4.0,0,5,1,5,1,4,3,4,3,3,3,5,3,5,Satisfied,Satisfied,99.98,Highly Satisfied
212,Female,30,Returning,Business,Business,213,25,13.0,5,5,1,4,5,1,2,2,5,5,4,2,5,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.4,Dissatisfied(at risk)
213,Male,16,Returning,Business,Business,213,0,0.0,5,3,1,2,5,1,3,5,2,2,3,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.59,Dissatisfied(at risk)
214,Male,38,First-time,Business,Business,213,0,0.0,2,2,1,2,3,1,5,3,3,3,4,2,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.67,Dissatisfied(at risk)
215,Male,34,Returning,Personal,Economy,213,0,0.0,4,3,3,3,3,1,4,3,4,4,4,3,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
216,Female,35,Returning,Personal,Economy,213,0,2.0,3,0,3,0,4,4,3,3,3,3,4,0,3,4,Satisfied,Satisfied,99.92,Highly Satisfied
217,Male,48,Returning,Personal,Economy,290,0,0.0,5,2,4,2,1,4,5,3,5,5,4,2,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
218,Male,17,Returning,Personal,Economy,213,0,3.0,4,4,4,4,3,3,2,3,3,3,4,4,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,19.24,Dissatisfied(at risk)
219,Male,31,Returning,Personal,Economy,290,0,0.0,5,5,4,5,3,4,2,5,2,2,4,4,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,36.52,Dissatisfied(at risk)
220,Male,31,Returning,Personal,Economy,290,25,42.0,4,3,5,3,3,1,3,4,3,3,4,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
221,Female,36,Returning,Personal,Economy,213,0,0.0,0,2,5,2,2,4,3,2,3,3,5,2,3,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
222,Female,44,Returning,Personal,Economy,213,0,5.0,5,4,4,4,1,1,1,4,1,1,1,4,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,10.86,Dissatisfied(at risk)
223,Female,16,Returning,Personal,Economy,213,192,293.0,5,1,5,5,1,5,5,4,5,1,3,1,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
224,Male,35,Returning,Personal,Economy,290,0,24.0,4,3,4,3,1,4,2,3,2,2,5,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
225,Male,29,Returning,Personal,Economy,290,0,0.0,5,4,3,4,2,4,3,3,3,3,2,4,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,26.47,Dissatisfied(at risk)
226,Male,66,Returning,Personal,Economy,290,0,0.0,5,3,5,3,4,4,2,3,2,2,4,3,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
227,Female,56,Returning,Personal,Economy,213,20,8.0,0,0,3,4,3,5,5,0,5,4,5,3,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
228,Female,17,Returning,Personal,Economy,213,0,0.0,4,3,3,3,4,3,4,3,4,4,4,3,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
229,Female,33,Returning,Business,Business,213,0,0.0,5,5,5,5,5,5,5,5,3,4,5,5,5,4,Satisfied,Satisfied,99.99,Highly Satisfied
230,Female,44,First-time,Business,Business,213,6,40.0,2,2,5,2,5,3,2,4,2,2,4,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,2.93,Dissatisfied(at risk)
231,Female,47,Returning,Business,Business,1957,14,10.0,1,1,3,5,1,4,4,4,3,5,4,1,4,5,Satisfied,Satisfied,100.0,Highly Satisfied
232,Female,57,Returning,Business,Business,213,0,0.0,4,4,5,5,4,5,4,5,5,4,5,4,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
233,Female,38,First-time,Business,Business,213,0,0.0,4,4,1,4,4,2,1,3,1,1,4,3,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.27,Dissatisfied(at risk)
234,Male,47,Returning,Business,Economy Plus,213,0,0.0,4,4,4,3,4,1,3,4,3,3,3,3,3,5,Satisfied,Satisfied,80.99,Highly Satisfied
235,Female,16,Returning,Personal,Economy Plus,213,0,0.0,2,5,4,5,3,5,2,4,2,2,5,5,2,4,Satisfied,Satisfied,99.94,Highly Satisfied
236,Male,35,Returning,Business,Business,3242,0,4.0,4,4,1,2,4,2,2,2,4,1,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.58,Dissatisfied(at risk)
237,Male,7,Returning,Personal,Business,719,0,2.0,5,3,3,3,2,3,2,4,2,2,5,3,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
238,Female,39,Returning,Business,Business,719,82,89.0,2,3,3,5,2,5,5,5,3,3,5,2,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
239,Male,44,Returning,Business,Business,719,2,11.0,3,3,5,5,3,4,5,4,3,3,4,3,4,4,Satisfied,Satisfied,99.99,Highly Satisfied
240,Female,49,Returning,Business,Business,3477,7,26.0,5,5,3,5,5,5,5,5,5,2,5,5,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
241,Male,22,Returning,Business,Business,2689,10,27.0,2,2,4,5,2,4,5,3,5,5,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
242,Male,38,First-time,Business,Business,719,0,0.0,4,4,4,4,5,5,1,5,1,1,4,4,1,4,Neutral or Dissatisfied,Satisfied,50.94,Neutral
243,Male,22,First-time,Business,Economy,719,14,25.0,1,1,1,1,3,4,1,3,1,1,4,1,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
244,Male,30,First-time,Business,Business,719,45,41.0,2,2,1,2,3,2,3,2,3,3,2,2,3,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.26,Dissatisfied(at risk)
245,Female,29,Returning,Business,Business,2903,17,25.0,2,2,4,3,2,3,3,5,3,3,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,1.35,Dissatisfied(at risk)
246,Male,50,Returning,Business,Business,719,116,140.0,2,2,3,3,2,2,3,4,3,3,4,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,3.09,Dissatisfied(at risk)
247,Male,11,Returning,Business,Business,719,38,,1,1,4,4,1,4,4,3,4,4,3,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,6.14,Dissatisfied(at risk)
248,Male,23,Returning,Business,Business,719,35,42.0,4,4,2,3,4,2,3,2,3,3,3,3,3,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.34,Dissatisfied(at risk)
249,Male,20,First-time,Business,Economy,319,0,0.0,0,2,2,2,2,1,5,5,5,5,3,2,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.11,Dissatisfied(at risk)
250,Female,70,Returning,Personal,Economy,719,0,0.0,4,3,5,5,4,1,4,3,5,5,1,3,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
251,Male,66,First-time,Personal,Economy,719,193,205.0,2,3,2,2,2,3,2,2,2,3,1,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
252,Female,50,Returning,Personal,Economy Plus,719,20,22.0,1,2,4,4,4,2,3,2,2,3,2,1,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.04,Dissatisfied(at risk)
253,Male,39,Returning,Personal,Economy Plus,719,51,79.0,5,2,3,2,2,4,2,5,2,2,5,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
254,Male,18,Returning,Personal,Economy Plus,719,80,76.0,4,1,3,1,2,5,1,5,2,2,4,1,2,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.0,Dissatisfied(at risk)
255,Male,26,Returning,Business,Business,3800,158,213.0,4,4,3,3,4,5,3,5,3,3,4,4,3,5,Satisfied,Satisfied,98.53,Highly Satisfied
256,Male,22,First-time,Business,Business,612,92,99.0,4,5,3,5,1,5,2,3,2,2,5,5,2,5,Satisfied,Satisfied,99.99,Highly Satisfied
257,Male,58,Returning,Business,Business,612,1,0.0,2,2,3,4,2,5,4,5,5,3,5,2,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
258,Male,48,Returning,Business,Business,1708,4,0.0,4,4,3,4,4,4,5,4,5,4,4,4,4,4,Satisfied,Satisfied,99.7,Highly Satisfied
259,Female,55,Returning,Business,Business,612,14,19.0,3,3,3,4,3,4,3,4,2,5,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,4.46,Dissatisfied(at risk)
260,Male,62,Returning,Business,Business,612,29,22.0,5,5,2,4,5,2,3,2,2,2,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
261,Female,61,Returning,Personal,Economy,612,6,6.0,4,3,3,1,4,2,2,3,4,1,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
262,Male,63,Returning,Personal,Business,802,0,6.0,4,2,5,4,1,4,4,2,4,2,4,2,4,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.42,Dissatisfied(at risk)
263,Male,43,Returning,Personal,Business,802,0,0.0,2,1,3,3,3,2,3,1,1,2,2,1,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
264,Female,43,Returning,Business,Business,3967,1,0.0,5,5,3,4,5,5,4,5,3,3,5,5,5,5,Satisfied,Satisfied,99.97,Highly Satisfied
265,Female,49,Returning,Business,Business,825,0,0.0,3,4,4,4,3,4,5,4,4,5,4,3,4,4,Satisfied,Satisfied,99.94,Highly Satisfied
266,Male,44,Returning,Business,Business,2770,0,0.0,2,3,3,5,2,3,4,4,3,4,3,2,3,3,Satisfied,Satisfied,99.96,Highly Satisfied
267,Female,40,Returning,Business,Business,2026,0,0.0,1,1,3,4,1,4,5,5,3,3,4,1,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
268,Male,20,First-time,Business,Economy,802,35,18.0,3,3,2,3,4,2,3,1,3,3,4,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.11,Dissatisfied(at risk)
269,Female,55,Returning,Business,Business,802,165,167.0,5,5,4,4,5,5,4,5,4,5,4,5,5,5,Satisfied,Satisfied,99.98,Highly Satisfied
270,Female,59,Returning,Business,Business,802,0,14.0,2,2,5,5,2,4,5,4,4,2,4,2,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
271,Male,35,First-time,Business,Business,802,0,2.0,1,1,3,1,3,4,4,2,4,4,4,2,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.31,Dissatisfied(at risk)
272,Male,43,Returning,Business,Business,802,0,0.0,1,1,3,2,1,3,2,2,3,2,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,3.1,Dissatisfied(at risk)
273,Male,53,Returning,Business,Business,3357,0,0.0,2,2,3,3,2,2,3,2,1,5,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,1.29,Dissatisfied(at risk)
274,Female,27,First-time,Business,Business,802,0,0.0,3,3,3,3,4,3,1,3,1,1,3,4,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,43.21,Dissatisfied(at risk)
275,Female,29,Returning,Business,Business,3044,0,0.0,5,3,3,5,3,3,4,4,4,4,4,3,4,5,Satisfied,Satisfied,99.98,Highly Satisfied
276,Female,43,First-time,Business,Economy,402,0,0.0,0,3,5,3,1,4,2,1,2,2,2,2,2,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.23,Dissatisfied(at risk)
277,Male,40,Returning,Business,Business,402,0,0.0,3,3,2,3,3,5,3,5,5,5,5,3,5,5,Satisfied,Satisfied,99.9,Highly Satisfied
278,Female,16,Returning,Personal,Economy,802,0,0.0,5,1,4,1,4,3,4,2,4,4,1,2,4,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
279,Female,23,Returning,Personal,Economy,825,0,0.0,3,3,3,3,4,4,1,1,1,1,4,3,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.05,Dissatisfied(at risk)
280,Male,44,Returning,Personal,Economy,825,0,0.0,5,4,4,4,3,4,3,5,3,3,4,4,3,5,Satisfied,Neutral or Dissatisfied,30.61,Dissatisfied(at risk)
281,Male,51,Returning,Personal,Economy,825,0,0.0,4,3,4,3,1,3,5,3,5,5,5,3,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.03,Dissatisfied(at risk)
282,Male,25,Returning,Personal,Economy,825,0,0.0,5,4,5,4,4,3,4,3,4,4,5,4,4,5,Satisfied,Neutral or Dissatisfied,35.74,Dissatisfied(at risk)
283,Male,40,First-time,Business,Business,802,11,4.0,4,4,4,4,1,3,2,2,2,2,5,4,2,4,Satisfied,Satisfied,73.68,Neutral
284,Female,17,First-time,Business,Economy,802,0,0.0,4,4,4,4,5,4,4,5,4,4,5,4,4,5,Satisfied,Satisfied,60.11,Neutral
285,Female,45,Returning,Business,Business,825,2,0.0,1,5,1,4,5,1,4,1,2,3,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
286,Female,41,Returning,Business,Business,802,0,0.0,4,3,4,4,3,5,5,4,4,2,5,3,5,5,Satisfied,Satisfied,99.89,Highly Satisfied
287,Male,55,Returning,Business,Business,3433,0,0.0,5,5,4,4,5,5,5,4,4,5,5,5,5,5,Satisfied,Satisfied,98.36,Highly Satisfied
288,Female,42,Returning,Personal,Economy Plus,802,74,74.0,3,2,4,5,1,5,1,2,4,3,5,3,5,5,Neutral or Dissatisfied,Neutral or Dissatisfied,0.01,Dissatisfied(at risk)
289,Male,51,Returning,Personal,Economy Plus,825,0,0.0,5,3,5,3,5,3,4,3,4,4,5,2,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.07,Dissatisfied(at risk)
290,Male,39,First-time,Business,Business,1250,0,0.0,1,1,4,1,2,4,1,5,1,1,4,1,1,4,Neutral or Dissatisfied,Neutral or Dissatisfied,0.23,Dissatisfied(at risk)
291,Male,54,Returning,Business,Business,2718,0,0.0,1,3,5,4,1,4,5,4,5,3,4,1,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
292,Female,21,First-time,Business,Economy,1250,14,0.0,3,3,3,3,3,5,1,2,1,1,5,4,1,4,Satisfied,Satisfied,77.85,Neutral
293,Male,52,Returning,Business,Business,1517,43,17.0,4,4,1,3,4,2,3,1,2,5,2,2,2,2,Neutral or Dissatisfied,Neutral or Dissatisfied,0.09,Dissatisfied(at risk)
294,Male,17,Returning,Personal,Economy,1250,11,12.0,2,3,3,3,3,2,1,3,1,1,4,3,1,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.02,Dissatisfied(at risk)
295,Female,54,Returning,Personal,Economy,1250,123,120.0,1,4,3,2,2,4,2,4,3,3,4,4,4,4,Neutral or Dissatisfied,Neutral or Dissatisfied,12.07,Dissatisfied(at risk)
296,Female,47,Returning,Business,Business,2262,0,8.0,4,4,2,4,4,3,3,3,3,5,3,3,3,3,Neutral or Dissatisfied,Neutral or Dissatisfied,0.85,Dissatisfied(at risk)
297,Female,55,Returning,Business,Business,590,62,67.0,1,1,3,5,1,4,4,4,5,3,4,1,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
298,Male,52,First-time,Business,Business,590,5,0.0,3,3,3,3,5,4,5,3,5,5,4,3,5,4,Neutral or Dissatisfied,Neutral or Dissatisfied,8.08,Dissatisfied(at risk)
299,Male,41,Returning,Business,Business,590,45,50.0,2,2,5,5,2,5,4,5,3,3,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
300,Female,24,First-time,Business,Business,590,0,0.0,1,4,4,4,4,3,3,2,3,3,5,4,3,4,Satisfied,Satisfied,96.72,Highly Satisfied
301,Male,40,Returning,Business,Business,821,18,19.0,2,2,5,5,2,3,4,2,4,5,3,2,3,3,Satisfied,Satisfied,99.98,Highly Satisfied
302,Male,52,Returning,Business,Business,821,18,18.0,5,4,3,5,5,5,5,5,4,5,5,5,5,5,Satisfied,Satisfied,99.99,Highly Satisfied
303,Male,51,Returning,Business,Business,3183,13,11.0,2,2,5,5,2,5,5,5,5,3,5,2,5,5,Satisfied,Satisfied,100.0,Highly Satisfied
304,Female,43,Returning,Business,Business,1895,0,0.0,2,2,4,3,2,1,4,1,2,1,1,1,1,1,Neutral or Dissatisfied,Neutral or Dissatisfied,0.06,Dissatisfied(at risk)
305,Male,56,Returning,Business,Business,2204,55,49.0,1,1,5,4,1,4,5,4,4,4,4,1,4,4,Satisfied,Satisfied,100.0,Highly Satisfied
306,Male,26,First-time,Business,Business,821,0,0.0,5,5,4,4,3,3,3,4,3,3,5,5,3,5,Satisfied,Satisfied,99.84,Highly Satisfied
307,Female,31,Returning,Business,Business,2146,0,15.0,5,5,3,4,5,5,5,5,5,5,4,5,5,4,Satisfied,Satisfied,99.11,Highly Satisfied
